"nom","Wembo Nyama","Kole","Pania Mutombo","Minga","Lusambo","Dikungu","Vanga Kete","Lodja","Omendjadi","Djalo Djeka","Katako Kombe","Bena Dibele","Kamiji","Tshitenge","Miabi","Ngandajika","Mulumba","Tshilenge","Cilundu","Lubao","Kalonda Est","Kabinda","Ludimbi Lukula","Kalambayi Kabanga","Makota","Mwene Ditu","Wikong","Luputa","Kanda Kanda","Bonzola","Dibindi","Kansele","Muya","Diulu","Bipemba","Mpokolo","Nzaba","Kabeya Kamuanga","Mukumbi","Lukelenge","Tshishimbi","Lubilanji","Kamana","Kasansa","Bibanga","Kalenda","Tshofa","Pimu","Nyanga","Kalonda Ouest","Kamonia","Mutena","Banga Lubaka","Kamwesha","Mweka","Moba","Bogosenubia","Moanda","Kitona","Boma","Boma Bungu","Seke-Banza","Inga","Lukula","Tshela","Vaku","Kizu","Kibunzi","Luozi","Kimpangu","Ngidinga","Boko-Kivulu","Mbanza-Ngungu","Kwilu-Ngongo","Kisantu","Mikope","Oshwe","Bosobe","Bokoro","Masi-Manimba","Yasa-Bonga","Idiofa","Ipamu","Koshibanda","Kingandu","Bulungu","Bagata","Bandundu","Kajiji","Kikwit-Nord","Lusanga","Feshi","Wamba Lwadi","Panzi","Tembo","Moanza","Kimbau","Kenge","Boko","Viadana","Poko","Basali","Basoko","Bengamisa","Yakusu","Yahisuli","Yabaondo","Isangi","Yaleko","Banalia","Bafwasende","Bafwagbogbo","Buta","Titule","Ganga","Vanga","Djuma","Sia","Mungindu","Kimputu","Mosango","Pay Kongila","Matadi","Nzanza","Ndjili","Mont Ngafula I","Biyela","Kikimi","Lemba","Matete","Kisenso","Lingwala","Barumbu","Kinshasa","Limete","Kalamu II","Kalamu I","Bumbu","Makala","Ngaba","Bandalungwa","Selembao","Masina I","Kintambo","Kasa-Vubu","Ngiri-Ngiri","Binza Meteo","Binza Ozone","Kikongo","Mont Ngafula II","Sona-Bata","Nsele","Kanzala","Tshikapa","Kingasani","Kimbanseke","Bwamanda","Kungu","Loko","Bangabola","Boso Mondanda","Budjala","Binga","Yamaluka","Boso Manzi","Karawa","Bominenge","Gemena","Mbaya","Bulu","Tandala","Kibombo","Kindu","Alunguli","Kokolo","Police","Makiso-Kisangani","Mangobo","Kabondo","Tshopo","Kaniama","Kalemie","Kansimba","Butumba","Kinkondja","Baka","Kiyambi","Manono","Samba","Kasongo","Kunda","Saramabila","Kampene","Nyemba","Nyunzu","Kabambare","Pangi","Kalima","Yalimbongo","Aketi","Lolo","Yamongili","Abuzi","Yambuku","Wasolo","Bosondjo","Bumba","Mondombe","Djolu","Opienge","Obokote","Lowa","Wanierukula","Lubutu","Kitenda","Kasongo Lunda","Popokabaka","Kimvula","Maluku I","Kimpese","Nsona-Mpangu","Kangu","Kuimba","Kinkonzi","Mangembo","Gombe-Matadi","Masa","Bokonzi","Mawuya","Zongo","Libenge","Bili (Nord-Ubangi)","Gbadolite","Mobayi Mbongo","Yakoma","Monga","Bondo","Bili (Bas-Uele)","Ango","Opala","Kahemba","Gungu","Kitangwa","Mukedi","Kongolo","Mbulula","Kabalo","Bukama","Kabondo Dianda","Kabongo","Songa","Kayamba","Kitenge","Ankoro","Mulongo","Lwamba","Mukanga","Malemba","Kinda","Kamina","Kikwit-Sud","Kenya","Kamalondo","Tshamilemba","Pweto","Lukafu","Mufunga Sampwe","Kilwa","Kapolowe","Panda","Kashobwe","Kampemba","Rwashi","Bena Tshiadi","Yangala","Ilebo","Luebo","Bena Leka","Muetshi","Tshikula","Dibaya","Kalomba","Tshibala","Mushenge","Bulape","Masuika","Luiza","Katoka","Ndesha","Tshikaji","Bilomba","Ndekesha","Bunkonde","Mikalayi","Luambo","Katende","Ndjoko-Mpunda","Lubondaie","Kakenge","Rwampara","Bunia","Jiba","Linga","Mangala","Damas","Fataki","Drodro","Tchomia","Rethy","Nyakunde","Nizi","Bambu","Kilo","Mongbalu","Komanda","Gethy","Boga","Nia-Nia","Mandima","Lolwa","Lita","Boma-Mangbetu","Isiro","Wamba","Doruma","Pawa","Niangara","Rungu","Mambasa","Rimba","Logo","Angumu","Nyarambe","Mahagi","Makoro","Kambala","Biringi","Laybo","Ariwara","Adi","Aru","Adja","Aungba","Faradje","Gombari","Dungu","Watsa","Demba","Mutoto","Lubunga (Kasaï-Central)","Kananga","Maluku II","Nselo","Lomela","Nioki","Bolobo","Mushie","Kwamouth","Mokala","Kisanji","Lukonga","Tunda","Bosobolo","Businga","Boto","Lisala","Ndage","Mwela Lembwa","Kingabwa","Likati","Yahuma","Ikela","Lubunga (Tshopo)","Ubundu","Kailo","Ototo","Tshumbe","Lusangi","Bobozo","Punia","Kyondo","Mabalako","Biena","Masereka","Lubero","Manguredjipa","Mutwanga","Kamango","Oicha","Binza","Rwanguba","Rutshuru","Birambizo","Beni","Vuhovi","Musienene","Butembo","Katwa","Kayna","Goma","Karisimbi","Kibua","Masisi","Mweso","Kirotshe","Pinga","Walikale","Kibirizi","Kalunguta","Alimbongo","Nyiragongo","Katoyi","Bambo","Itebero","Mwana","Kaziba","Nyantende","Nyangezi","Kabare","Mubumbano","Walungu","Hauts-Plateaux","Kaniola","Kalonge","Bunyakiri","Uvira","Kitutu","Kamituga","Itombwe","Minembwe","Nundu","Ruzizi","Lemera","Fizi","Shabunda","Lulingu","Kalole","Mwenga","Mulungu","Bagira","Kadutu","Ibanda","Katana","Lualaba","Kafakumba","Kanzenze","Kasaji","Dilolo","Sandoa","Kalamba","Lubudi","Bunkeya","Fungurume","Kambove","Lubumbashi","Kisanga","Katuba","Mumbunda","Kipushi","Sakania","Kafubu","Kilela Balanda","Manika","Vangu","Kowe","Mitwaba","Gombe","Minova","Kalehe","Miti-Murhesa","Idjwi","Aba","Masina II","Kapanga","Dilala","Mutshatsha","Kikula","Kimbi Lulenge","Ferekeni","Wapinda","Likasi","Kasenga","Ntandembelo","Yumbi","Tshudi Loto","Kiri","Bosanga","Yalifafo","Dekese","Mimia","Makanza","Bomongo","Lolanga Mampoko","Penjwa","Bokungu","Wema","Befale","Lotumbe","Monkoto","Djombo","Bongandanga","Lingomo","Basankusu","Boende","Mompono","Monieka","Banjow Moke","Inongo","Wangata","Bolenge","Bolomba","Ingende","Iboko","Irebu","Mbandaka","Lukolela","Bikoro","Ntondo","Lilanga Bobangi"
"Wembo Nyama",0,351.994,290.402,172.686,327.286,96.572,166.615,228.519,275.183,122.254,158.64,266.121,563.957,485.243,515.668,490.536,474.002,481.383,512.775,371.479,464.946,366.359,294.706,467.867,568.743,566.164,654.252,598.084,528.78,497.806,494.045,496.634,499.294,499.121,501.383,504.858,504.325,476.919,535.902,499.236,514.427,494.666,396.664,494.544,433.499,634.592,236.891,1204.738,817.494,764.924,812.13,776.022,898.047,706.305,598.214,1160.453,1639.762,2123.451,2149.241,2037.501,2033.746,2003.697,1975.628,2105.105,2147.768,2099.918,2137.358,1984.988,1931.798,1798.194,1779.352,1737.065,1741.517,1766.05,1715.462,974.221,1735.156,1530.474,1451.573,1247.478,1272.166,1047.001,1151.886,1022.334,1141.046,1146.418,1320.278,1450.203,1215.561,1077.133,1096.002,1289.454,1397.52,1308.36,1523.163,1247.045,1393.976,1313.997,1380.835,1511.181,1545.589,1030.464,1072.758,986.95,985.278,763.941,949.279,921.484,714.075,1083.443,1075.432,1266.112,1269.765,1463.526,1465.347,1209.998,1221.995,1315.029,1051.913,1155.382,1175.052,1119.718,1922.922,1926.962,1578.074,1602.59,1587.613,1587.955,1587.706,1579.957,1583.119,1588.691,1587.812,1587.412,1582.574,1586.506,1585.992,1593.314,1587.304,1583.707,1590.871,1590.186,1573.816,1592.924,1588.085,1590.013,1598.964,1599.67,1403.947,1607.014,1683.305,1569.92,757.567,799.026,1572.859,1581.39,1676.629,1648.736,1499.692,1598.699,1358.628,1567.93,1427.03,1360.815,1395.935,1569.859,1585.825,1615.457,1507.744,1477.731,1584.748,200.291,296.89,305.914,1590.092,1589.377,907.236,934.639,927.229,955.912,681.287,981.906,966.963,1122.603,731.04,896.2,819.358,726.238,353.431,514.389,264.539,603.482,427.441,883.323,658.615,699.249,420.014,401.185,1161.373,1301.602,1231.244,1318.181,1475.271,1378.798,1527.382,1348.945,1284.038,638.966,874.746,1190.033,697.954,629.962,882.091,714.369,1434.461,1468.952,1532.285,1603.254,1446.686,1815.783,1876.925,2097.725,2149.889,2080.166,1859.996,1765.698,1679.371,1676.675,1660.114,1787.215,1743.321,1709.892,1588.955,1654.765,1608.481,1543.08,1489.603,1555.55,1643.87,792.446,1214.462,1054.77,906.824,900.782,558.528,447.373,559.622,1024.521,999.679,615.919,929.2,543.402,548.355,684.066,762.139,1104.442,843.89,1115,946.795,863.699,1077.548,1458.202,1445.031,1428.857,928.382,1399.459,1049.929,1041.9,1344.841,1358.015,1196.826,1468.02,1470.321,445.951,664.317,714.549,659.2,462.026,413.392,485.549,532.148,761.29,715.208,659.85,636.733,775.104,649.936,512.51,507.717,504.684,603.059,615.396,571.435,551.332,782.065,394.232,726.422,563.012,601.905,1616.62,1642.087,1744.274,1745.302,1711.557,1741.662,1713.474,1690.81,1697.48,1754.308,1588.995,1662.837,1682.69,1646.692,1707.958,1526.182,1607.383,1561.974,1706.436,1516.137,1743.676,1654.097,1352.254,1405.305,1332.332,2163.35,1361.772,1938.775,1823.061,1623.034,1766.756,1773.981,1812.652,1841.55,1800.589,1870.548,1782.18,1808.004,1978.109,1941.33,1979.79,1857.144,1897.165,1824.934,2023.899,1817.955,1947.272,1853.886,569.43,443.822,439.33,506.759,1543.76,1781.556,262.617,1462.466,1773.979,1629.733,1580.689,1231.522,1089.902,499.593,159.722,1689.558,1387.745,1710.327,1299.023,1463.547,1333.096,1584.317,1350.665,1049.287,624.708,944.301,1048.717,357.092,313.443,141.827,605.575,509.514,590.395,1383.385,1441.218,1452.532,1404.86,1359.428,1496.384,1394.999,1526.7,1483.25,1211.474,1162.766,1141.478,1169.682,1439.289,1396.311,1438.757,1389.064,1387.233,1292.276,1089.936,1089.259,969.497,1172.464,1187.423,1114.216,1337.294,844.515,1263.257,1443.605,1304.075,1111.758,1151.876,1171.435,915.426,828.351,848.235,872.324,870.65,877.683,818.833,836.76,999.322,870.451,921.244,959.846,974.304,718.239,676.352,854.362,800.163,1037.161,943.171,941.956,978.712,511.271,584.292,577.332,770.671,700.154,866.162,865.068,866.167,908.524,1199.056,869.884,1003.583,1190.694,1225.394,1164.084,769.675,1130.156,1362.482,1226.803,1312.431,1418.014,1455.043,1458.704,1435.366,1444.917,1710.351,1467.246,1390.781,1394.465,1416.48,1415.305,917.794,1591.222,1017.333,934.807,894.593,NA,2032.074,1578.143,878.629,1124.127,1153.966,1370.539,786.004,552.921,1511.291,1293.95,1537.601,1647.954,1698.323,453.5,1561.995,741.906,659.18,574.887,1753.048,1319.14,1903.612,1319.14,1409.712,773.739,1080.541,1047.998,1361.265,1154.639,1296.304,1088.602,1006.174,1201.771,968.754,961.048,1070.042,1780.063,1491.498,1448.794,1442.082,1289.086,1259.678,1327.086,1940.305,1454.876,1919.038,1386.724,1887.395,1447.129
"Kole",351.994,0,608.87,402.285,247.686,365.479,191.827,249.181,251.259,336.568,428.175,236.834,491.776,443.104,439.34,525.966,494.674,461.03,436.446,722.05,686.72,578.077,608.922,580.428,560.34,557.761,691.879,654.032,564.21,428.588,429.746,427.863,431.018,427.464,424.517,422.558,423.904,400.59,451.73,433.324,431.066,428.228,726.639,486.141,487.298,626.189,551.107,1189.624,705.731,653.161,700.367,664.258,786.284,594.541,425.318,1511.025,1624.647,2011.687,2037.477,1925.737,1921.983,1891.934,1863.865,1993.341,2036.004,1988.155,2025.594,1873.225,1820.034,1686.43,1667.588,1625.302,1629.754,1654.286,1603.698,862.457,1623.393,1418.711,1339.81,1135.715,1160.402,935.238,1040.122,910.57,1029.282,1034.654,1208.515,1338.44,1103.797,965.369,984.239,1177.69,1285.756,1196.596,1411.4,1135.282,1282.212,1202.233,1269.071,1575.424,1547.051,1015.349,1057.643,988.412,955.1,748.826,934.164,906.369,698.96,1084.905,1120.389,1267.574,1271.228,1464.989,1466.81,1098.234,1110.232,1203.266,940.149,1043.618,1063.288,1007.954,1811.159,1815.199,1466.311,1490.827,1475.849,1476.192,1475.943,1468.194,1471.356,1476.927,1476.048,1475.649,1470.811,1474.743,1474.228,1481.55,1475.54,1471.943,1479.107,1478.423,1462.053,1481.161,1476.322,1478.249,1487.201,1487.907,1292.184,1495.25,1571.542,1458.156,645.804,687.263,1461.095,1469.627,1661.514,1633.621,1484.577,1583.584,1343.514,1552.815,1411.915,1345.7,1380.82,1554.744,1570.71,1600.342,1492.629,1462.616,1569.634,550.862,566.426,575.45,1478.328,1477.614,930.155,936.101,945.359,957.375,737.235,1332.477,1317.534,1178.552,1184.891,952.149,1169.929,1076.81,704.002,786.168,615.11,918.884,696.977,1233.894,1009.186,1073.408,689.549,670.721,1146.259,1286.487,1216.129,1303.066,1460.157,1363.683,1512.267,1333.83,1268.923,623.851,859.632,1234.989,967.49,899.498,1001.39,983.905,1322.698,1357.188,1420.521,1491.49,1334.923,1704.02,1765.161,1985.961,2038.125,1968.402,1748.233,1653.935,1567.607,1661.561,1644.999,1772.1,1728.206,1694.777,1573.84,1639.651,1582.494,1544.542,1491.065,1557.012,1645.333,777.332,1102.698,943.006,795.06,789.018,909.1,797.945,910.193,1080.47,1055.628,1087.633,985.149,804.06,770.128,1034.638,1234.448,1160.391,1311.921,1170.949,1002.744,919.648,965.785,1514.15,1500.98,1484.806,1278.954,1455.408,1284.229,1509.931,1400.789,1413.963,1716.338,1523.969,1526.27,210.148,655.914,339.614,547.437,289.13,245.166,429.705,455.82,649.527,603.444,258.841,261.004,663.341,604.941,400.746,395.954,392.92,491.296,503.633,459.672,439.569,670.301,311.38,554.238,518.017,429.009,1886.156,1911.623,2013.81,2014.838,1981.093,2011.198,1983.01,1960.346,1967.016,2023.844,1858.531,1932.373,1952.225,1916.228,1977.494,1795.718,1876.919,1831.509,1309.31,1785.672,2013.211,1923.633,1433.016,1469.547,1377.289,1817.909,1426.015,1593.334,1527.052,1892.57,2036.291,2043.516,2082.188,2111.086,2070.125,2140.083,2051.716,2077.54,2247.645,2210.866,2249.325,2126.679,2166.701,2094.469,2293.435,2087.491,1710.361,2123.422,378.532,338.081,441.825,394.995,1431.996,1669.793,434.09,1350.702,1662.216,1517.97,1468.926,1119.758,978.138,387.83,510.294,1674.443,1372.63,1695.212,1283.908,1448.432,1221.332,1472.553,1352.127,1034.173,609.593,927.11,1047.625,626.628,318.628,456.043,920.977,397.751,859.93,1652.92,1710.754,1722.068,1674.396,1628.964,1765.92,1664.535,1796.236,1752.786,1481.009,1432.302,1411.014,1439.218,1708.825,1665.847,1708.293,1658.6,1656.769,1561.812,1359.472,1358.795,1239.033,1442,1456.958,1383.752,1606.83,1114.051,1532.793,1713.141,1573.61,1381.294,1421.412,1440.971,1184.961,1097.886,1117.77,1141.859,1140.185,1147.219,1088.368,1106.296,1268.858,1139.986,1190.78,1229.381,1243.84,987.775,945.888,1411.946,1081.585,1306.696,1212.707,1211.491,1260.134,780.807,853.828,846.867,1040.206,969.689,1135.697,1134.604,1135.703,1178.06,1255.005,925.832,1059.532,1116.777,1113.63,1052.32,825.624,1186.105,1418.431,1282.752,1368.38,1473.963,1510.992,1514.653,1491.314,1500.866,1766.3,1523.195,1446.73,1450.414,1472.429,1471.254,1385.825,1479.458,1286.869,1204.342,1164.128,NA,2301.61,1466.38,766.866,1180.076,1209.915,1426.487,1067.426,822.457,1512.753,1349.898,1593.55,1536.191,1586.56,252.328,1546.88,726.791,644.066,270.778,1641.284,1304.025,1888.497,1304.025,1394.597,758.624,1065.426,1032.883,1346.15,1139.524,1281.19,1073.488,991.059,1186.657,953.639,945.933,1054.927,1668.3,1476.384,1433.679,1426.967,1273.972,1244.563,1311.971,1828.542,1439.762,1807.275,1371.609,1775.632,1432.014
"Pania Mutombo",290.391,608.87,0,206.584,361.184,271.827,419.239,432.363,479.853,422.897,463.303,518.744,416.732,338.018,406.992,343.312,326.777,334.158,404.098,392.51,317.722,219.134,137.769,320.642,421.518,418.939,507.027,450.859,381.556,350.581,346.82,349.409,352.069,351.896,354.158,357.633,357.1,413.953,388.677,352.011,367.202,347.441,310.682,347.319,286.274,487.367,171.772,1447.162,841.504,788.934,836.14,800.032,922.057,730.314,632.112,1181.484,1882.186,2147.46,2173.251,2061.511,2057.756,2027.707,1999.638,2129.115,2171.777,2123.928,2161.368,2008.998,1955.808,1822.204,1803.362,1761.075,1765.527,1790.06,1739.472,998.231,1759.166,1554.484,1475.583,1271.488,1296.176,1071.011,1175.896,1046.344,1165.056,1170.428,1344.288,1474.213,1239.571,1101.143,1120.012,1313.464,1421.53,1332.37,1547.173,1271.055,1417.986,1338.007,1404.845,2121.782,2167.244,1272.888,1315.182,1205.816,1204.144,1006.365,1191.703,1163.908,956.499,1302.309,1294.298,1484.978,1488.631,1682.392,2247.485,1234.008,1246.005,1339.039,1075.923,1179.392,1199.062,1143.728,1946.932,1950.972,1602.084,1626.6,1611.623,1611.965,1611.716,1603.967,1607.129,1612.701,1611.822,1611.422,1606.584,1610.516,1610.002,1617.324,1611.314,1607.717,1614.881,1614.196,1597.826,1616.934,1612.095,1614.023,1622.974,1623.68,1427.957,1631.024,1707.315,1593.93,781.577,823.036,1596.869,1605.4,1919.053,1891.16,1742.116,1841.123,1601.052,1810.353,1669.454,1603.239,1638.359,1812.283,1828.249,1857.881,1750.168,1720.155,1827.172,342.916,515.756,524.78,1614.102,1613.387,1126.102,1153.505,1146.095,1174.778,534.062,1002.937,987.994,975.378,589.968,748.975,840.389,747.269,487.479,555.775,407.164,644.868,723.164,904.354,679.646,720.28,638.88,620.051,1403.797,1544.026,1473.667,1560.605,1717.695,1621.222,1769.806,1591.369,1526.462,881.39,1117.17,1408.899,916.82,848.828,1100.958,933.235,1458.471,1492.962,1556.295,1627.264,1470.696,1839.793,1900.935,2121.735,2173.899,2104.176,1884.006,1789.708,1703.381,1919.099,1902.538,2029.639,1985.745,1952.316,1831.378,1897.189,1827.347,1761.946,1708.469,1774.416,1862.736,1034.87,1238.472,1078.78,930.834,924.792,579.559,468.404,580.652,877.296,852.454,468.694,781.975,396.177,401.13,705.097,783.17,957.217,864.921,967.776,799.57,716.474,1101.558,1310.977,1297.806,1281.632,949.413,1252.234,1081.056,1062.931,1197.616,1210.79,1513.165,1320.796,1323.096,479.849,517.092,748.447,683.21,495.924,447.29,466.451,457.17,785.3,739.218,693.747,670.631,632.24,574.449,536.52,531.727,528.694,627.069,639.406,511.26,575.342,806.075,428.13,750.432,499.462,635.803,1755.864,1781.331,1883.519,1884.547,1850.801,1880.906,1852.719,1830.055,1836.724,1893.552,1728.239,1802.081,1821.934,1785.936,1847.202,1665.426,1746.628,1701.218,1845.68,1655.381,1882.92,1793.342,2024.593,2099.108,2030.598,2302.594,2062.616,2078.02,1962.306,1762.278,1906,1913.225,1951.896,1980.794,1939.834,2009.792,1921.424,1947.248,2117.354,2080.575,2119.034,1996.388,2036.41,1964.178,2163.144,1957.199,2086.517,1993.13,593.44,477.719,469.175,530.769,1567.77,1805.566,563.26,1486.476,1797.989,1653.743,1604.699,1255.532,1113.912,523.603,302.347,1931.982,1630.169,1952.75,1541.447,1705.971,1357.106,1608.327,1569.531,1291.711,867.132,1163.167,1267.583,575.958,347.341,224.813,646.961,533.524,809.261,1522.629,1580.462,1591.776,1544.105,1498.673,1635.629,1534.243,1665.944,1622.494,1350.718,1302.011,1280.723,1308.926,1578.534,1535.556,1578.001,1528.308,1526.478,1431.52,1229.18,1228.503,1362.055,1311.708,1326.667,1253.461,1476.538,1063.381,1402.502,1582.849,1443.319,1251.002,1291.121,1310.679,1181.572,967.595,987.479,1011.568,1009.894,1016.928,958.077,976.005,1138.566,1009.695,1060.489,1099.09,1113.549,857.484,815.596,895.748,841.549,1176.405,1082.416,1081.2,1020.098,808.057,893.263,716.576,909.915,1079.883,1005.406,1004.312,1005.411,1047.768,1051.831,722.659,856.358,1043.469,977.187,915.877,622.45,982.931,1215.257,1079.578,1165.206,1270.789,1307.818,1311.48,1288.141,1297.692,1563.126,1320.021,1243.556,1247.24,1269.255,1268.08,938.825,1615.232,1156.578,1074.051,1033.837,NA,2171.318,1602.153,735.765,976.902,1006.741,1223.314,827.39,771.787,1730.157,1146.725,1390.376,1671.964,1722.333,695.924,1932.384,984.33,901.604,831.763,1777.058,1561.563,2146.036,1561.563,1652.136,1016.163,1322.965,1290.422,1603.688,1397.063,1538.728,1331.026,1248.598,1444.195,1211.178,1203.472,1312.466,1804.073,1910.964,1691.218,1684.506,1531.51,1502.101,1569.51,1964.315,1697.3,1943.048,1629.148,1911.405,1689.553
"Minga",172.676,402.285,206.584,0,154.6,154.112,301.524,314.648,362.138,305.182,345.588,401.029,395.418,346.746,342.982,429.608,398.316,364.672,340.088,396.389,376.207,277.62,205.967,379.128,463.982,461.403,595.521,557.674,467.852,332.23,333.388,331.505,334.66,331.106,328.159,326.2,327.546,304.232,355.372,336.966,334.708,331.87,369.168,389.783,344.759,529.831,199.406,1329.447,644.808,592.238,639.444,603.335,725.361,533.618,425.528,1185.363,1764.471,1950.764,1976.554,1864.814,1861.06,1831.011,1802.942,1932.418,1975.081,1927.232,1964.672,1812.302,1759.112,1625.507,1606.665,1564.379,1568.831,1593.364,1542.775,801.534,1562.47,1357.788,1278.887,1074.792,1099.479,874.315,979.2,849.647,968.359,973.731,1147.592,1277.516,1042.874,904.446,923.316,1116.768,1224.833,1135.673,1350.477,1074.359,1221.29,1141.31,1208.148,2105.306,1646.74,1155.173,1197.466,1088.1,1086.429,888.65,1073.988,1046.193,838.784,1184.594,1176.583,1367.263,1370.916,1564.677,1566.498,1037.311,1049.309,1142.343,879.226,982.695,1002.365,947.031,1750.236,1754.276,1405.388,1429.904,1414.926,1415.268,1415.02,1407.271,1410.433,1416.004,1415.125,1414.726,1409.888,1413.82,1413.306,1420.628,1414.617,1411.02,1418.184,1417.5,1401.13,1420.238,1415.398,1417.326,1426.278,1426.984,1231.261,1434.327,1510.619,1397.234,584.88,626.34,1400.172,1408.704,1801.338,1773.445,1624.401,1723.408,1483.337,1692.638,1551.738,1485.524,1520.644,1694.568,1710.534,1740.166,1632.453,1602.44,1709.457,225.2,398.041,407.065,1417.406,1416.69,1008.387,1035.79,1028.38,1057.063,640.877,1006.816,991.872,1082.194,648.453,855.791,844.268,751.148,378.34,539.299,289.449,628.392,528.592,908.233,683.525,724.159,521.165,502.336,1286.082,1426.31,1355.952,1442.89,1599.98,1503.507,1652.09,1473.654,1408.746,763.674,999.455,1291.184,799.105,731.113,983.242,815.52,1261.775,1296.266,1359.598,1430.567,1274,1643.097,1704.238,1925.038,1977.202,1907.479,1687.31,1593.012,1506.684,1801.384,1784.823,1911.924,1868.03,1834.601,1713.663,1779.474,1709.632,1644.23,1590.754,1656.7,1745.021,917.155,1041.775,882.083,734.138,728.096,583.438,472.283,584.531,984.112,959.27,527.18,888.791,454.662,459.615,708.976,787.049,1064.033,868.8,1074.591,906.386,823.29,904.862,1417.792,1404.622,1388.448,953.292,1359.05,1187.871,1066.81,1304.431,1317.605,1619.98,1427.611,1429.912,273.264,559.556,541.863,486.514,289.339,240.706,312.863,359.462,588.604,542.521,487.163,464.047,602.418,477.25,339.824,335.031,331.997,430.373,442.71,398.749,378.646,609.378,221.546,553.736,390.326,429.218,1739.388,1764.855,1867.042,1868.07,1834.325,1864.43,1836.242,1813.578,1820.248,1877.076,1711.763,1785.605,1805.458,1769.46,1830.726,1648.95,1730.151,1684.742,1829.204,1638.905,1866.444,1776.865,1453.405,1506.456,1433.483,2286.118,1462.923,2061.543,1945.829,1745.802,1889.524,1896.749,1935.42,1964.318,1923.357,1993.316,1904.948,1930.772,2100.877,2064.098,2102.558,1979.912,2019.933,1947.702,2146.667,1940.723,2070.04,1976.654,396.744,271.135,266.643,334.072,1371.073,1608.87,445.545,1289.779,1601.293,1457.047,1408.002,1058.836,917.216,326.907,184.632,1814.266,1512.454,1835.035,1423.732,1588.256,1160.41,1411.63,1451.816,1173.996,749.417,1045.452,1149.868,458.243,140.756,104.342,630.485,336.828,691.546,1506.153,1563.986,1575.3,1527.628,1482.196,1619.152,1517.767,1649.468,1606.018,1334.242,1285.534,1264.246,1292.45,1562.057,1519.079,1561.525,1511.832,1510.001,1415.044,1212.704,1212.027,1070.648,1295.232,1310.19,1236.984,1460.062,945.666,1386.025,1566.373,1426.842,1234.526,1274.644,1294.203,1016.577,951.119,971.003,995.092,993.418,1000.451,941.601,959.528,1122.09,993.219,1044.012,1082.613,1097.072,841.007,799.12,879.272,825.073,1159.928,1065.939,1064.724,1003.622,612.422,685.443,700.1,893.439,801.304,988.93,987.836,988.935,1031.292,1158.646,829.474,963.174,1055.854,1052.708,991.398,729.266,1089.747,1322.073,1186.394,1272.022,1377.605,1414.634,1418.295,1394.956,1404.508,1669.942,1426.837,1350.372,1354.056,1376.071,1374.896,942.704,1418.535,1140.101,1057.575,1017.36,NA,2154.842,1405.457,705.943,1083.718,1113.556,1330.129,810.913,654.072,1612.442,1253.54,1497.192,1475.268,1525.637,578.209,1735.687,866.615,783.889,625.179,1580.362,1443.848,2028.32,1443.848,1534.421,898.448,1205.25,1172.707,1485.973,1279.348,1421.013,1213.311,1130.883,1326.48,1093.463,1085.757,1194.751,1607.377,1714.267,1573.502,1566.791,1413.795,1384.386,1451.795,1767.619,1579.585,1746.352,1511.433,1714.709,1571.838
